MSU	Gene description	LFC	FDR	RAP
LOC_Os01g24010	pleiotropic drug resistance protein, putative, expressed	2.061560655	7.34e-19	Os01g0342750
LOC_Os01g24010	pleiotropic drug resistance protein, putative, expressed	2.061560655	7.34e-19	Os01g0342700
LOC_Os01g24050	expressed protein	-0.771180734	1.19e-5	Os01g0343100
LOC_Os01g24680	3-hydroxyacyl-CoA dehydrogenase, putative, expressed	0.803458843	8.95221e-4	Os01g0348600
LOC_Os01g24750	Ser/Thr protein phosphatase family protein, putative, expressed	0.836573047	1.02e-5	Os01g0349400
LOC_Os01g24780	cytochrome P450, putative, expressed	-2.813416208	3.08345e-4	Os01g0349800
LOC_Os01g25100	glutathione S-transferase, putative, expressed	5.080704264	8.87e-5	Os01g0353400
LOC_Os01g25280	jacalin-like lectin domain containing protein, expressed	-1.525179101	2.31034e-4	Os01g0355250
LOC_Os01g25320	auxilin, putative, expressed	0.639232972	0.00527382	Os01g0355500
LOC_Os01g25386	multidrug resistance-associated protein, putative, expressed	1.197625854	3.1e-7	Os01g0356400
LOC_Os01g25540	RALFL6 - Rapid ALkalinization Factor RALF family protein precursor, expressed	1.111495747	5.45e-11	Os01g0357900
LOC_Os01g25720	disease resistance protein RGA4, putative, expressed	-0.710706865	1.49616e-4	NA
LOC_Os01g25760	powdery mildew resistance protein PM3F, putative, expressed	0.592859506	0.017207399	Os01g0359800
LOC_Os01g25990	expressed protein	-0.757453659	2.27e-5	Os01g0361500
LOC_Os01g26120	membrane associated DUF588 domain containing protein, putative, expressed	-1.716261414	0.001297236	Os01g0363300
LOC_Os01g26340	dirigent, putative	1.228459888	0.003202905	NA
LOC_Os01g26390	TKL_IRAK_DUF26-lh.1 - DUF26 kinases have homology to DUF26 containing loci, expressed	-0.770156761	7.48642e-4	Os01g0366300
LOC_Os01g27160	cullin, putative, expressed	1.654761223	2.15e-5	Os01g0369200
LOC_Os01g27160	cullin, putative, expressed	1.654761223	2.15e-5	Os01g0369366
LOC_Os01g27230	12-oxophytodienoate reductase, putative, expressed	-1.517372781	1.15e-18	Os01g0369900
LOC_Os01g27340	glutathione S-transferase, putative, expressed	2.310233983	2.34236e-4	Os01g0370900
LOC_Os01g27700	laccase precursor protein, putative, expressed	3.416762931	1.04e-11	Os01g0374600
LOC_Os01g27860	expressed protein	2.954608525	2.11e-11	Os01g0376600
LOC_Os01g28520	OsFBX8 - F-box domain containing protein, expressed	5.773680682	0.046632412	NA
LOC_Os01g28580	expressed protein	1.301826631	0.005542439	Os01g0382900
LOC_Os01g28680	WD domain, G-beta repeat domain containing protein, expressed	0.619528442	0.016172621	Os01g0383700
LOC_Os01g28790	PRAS-rich protein, putative, expressed	2.470944981	4.87e-27	Os01g0384800
LOC_Os01g28840	C4-dicarboxylate transporter/malic acid transport protein, expressed	1.391029791	0.014826665	Os01g0385400
LOC_Os01g28989	expressed protein	-0.613530728	0.022809258	Os01g0386700
LOC_Os01g29280	expressed protein	3.150321228	3.74e-15	Os01g0389200
LOC_Os01g29330	expressed protein	2.95616329	4.57e-65	Os01g0389700
LOC_Os01g29780	expressed protein	6.074349419	8.68e-57	NA
LOC_Os01g31010	retrotransposon, putative, centromere-specific, expressed	3.986261457	0.039135211	NA
LOC_Os01g31040	retrotransposon protein, putative, unclassified, expressed	1.098151097	0.019386095	NA
LOC_Os01g31370	glycosyltransferase, putative, expressed	3.44079552	4.03e-41	Os01g0498300
LOC_Os01g31760	acyl-ACP thioesterase, putative, expressed	9.970977194	1.04e-68	Os01g0502300
LOC_Os01g31850	expressed protein	5.963815656	9.14e-29	NA
LOC_Os01g32330	heavy metal-associated domain containing protein, expressed	-0.966520457	5.43e-5	Os01g0507700
LOC_Os01g32364	Os1bglu1 - beta-mannosidase/glucosidase homologue, expressed	0.838788646	3.42e-6	Os01g0508000
LOC_Os01g32380	expressed protein	2.059402803	1.91e-11	Os01g0508100
LOC_Os01g32460	expressed protein	1.515712216	6.69981e-4	Os01g0508500
LOC_Os01g32510	retrotransposon protein, putative, unclassified, expressed	-2.146263776	0.030443545	NA
LOC_Os01g32560	expressed protein	2.186112579	6.07794e-4	Os01g0509400
LOC_Os01g32660	STE_MEK_ste7_MAP2K.2 - STE kinases include homologs to sterile 7, sterile 11 and sterile 20 from yeast, expressed	1.067337441	6.55e-6	Os01g0510100
LOC_Os01g32890	expressed protein	-1.282319189	7.52979e-4	Os01g0512400
LOC_Os01g32964	protein phosphotase protein, putative, expressed	0.843632095	9.99e-5	Os01g0513100
LOC_Os01g33000	expressed protein	0.683395466	0.002782047	Os01g0513400
LOC_Os01g33110	receptor-like protein kinase 5 precursor, putative, expressed	3.700317522	1.17e-18	Os01g0515300
LOC_Os01g33810	disease resistance protein RPM1, putative, expressed	-1.151354898	1.75e-10	Os01g0521600
LOC_Os01g33910	expressed protein	3.691885262	2.8e-13	NA
LOC_Os01g34680	expressed protein	3.609681906	2.14e-7	Os01g0531300
LOC_Os01g34930	callose synthase, putative, expressed	-0.707259424	7.56161e-4	Os01g0533500
LOC_Os01g35030	MDR-like ABC transporter, putative, expressed	0.985342911	4.23e-5	Os01g0534700
LOC_Os01g35330	circumsporozoite protein precursor, putative, expressed	-0.620182074	0.030854724	Os01g0537250
LOC_Os01g36064	hAT dimerisation domain-containing protein, putative, expressed	3.987240208	6.32e-10	NA
LOC_Os01g36220	bZIP transcription factor domain containing protein, expressed	-0.973328919	2.45e-6	Os01g0542700
LOC_Os01g36270	expressed protein	-4.524890647	0.031363116	Os01g0543400
LOC_Os01g36294	cytochrome P450, putative, expressed	-2.380385914	0.008352087	Os01g0543600
LOC_Os01g36550	protein kinase family protein, putative, expressed	6.201393793	6e-73	Os01g0546000
LOC_Os01g36560	auxin-induced protein 5NG4, putative, expressed	1.659146694	1.74613e-4	Os01g0546100
LOC_Os01g36620	pectate lyase family protein, expressed	0.620031639	0.045124754	Os01g0546800
LOC_Os01g36640	disease resistance protein RPM1, putative, expressed	0.928368791	2.79e-6	Os01g0547000
LOC_Os01g36790	TKL_IRAK_DUF26-lf.2 - DUF26 kinases have homology to DUF26 containing loci, expressed	0.896294733	0.027279026	Os01g0548600
LOC_Os01g36790	TKL_IRAK_DUF26-lf.2 - DUF26 kinases have homology to DUF26 containing loci, expressed	0.896294733	0.027279026	Os01g0548750
LOC_Os01g36850	transposon protein, putative, Pong sub-class, expressed	1.785863057	0.001349824	Os01g0549300
LOC_Os01g37050	ribonuclease III domain protein, putative, expressed	-0.83202994	1.17e-5	Os01g0551100
LOC_Os01g37110	ABIL2, putative, expressed	-0.69999776	0.008271855	Os01g0551800
LOC_Os01g37280	expressed protein	-0.644270052	0.004348371	Os01g0553600
LOC_Os01g37490	dynein light chain type 1 domain containing protein, expressed	-1.304385379	0.017035614	Os01g0555600
LOC_Os01g37590	peptide transporter PTR2, putative, expressed	-2.473288869	3.66e-7	Os01g0556700
LOC_Os01g37690	sodium/calcium exchanger protein, putative, expressed	-0.627695423	0.018876126	Os01g0557500
LOC_Os01g37710	expressed protein	-2.013798764	7.29e-5	NA
LOC_Os01g37810	expressed protein	1.881909964	6.74738e-4	Os01g0558700
LOC_Os01g38110	cytochrome P450, putative, expressed	3.983735302	1.26e-15	Os01g0561600
LOC_Os01g38190	plant protein of unknown function domain containing protein, expressed	-1.576733698	7.06514e-4	Os01g0562600
LOC_Os01g38500	DUF538 domain containing protein, putative, expressed	2.486642883	4.1e-11	Os01g0565800
LOC_Os01g38510	protein transport protein Sec61 subunit beta, putative, expressed	0.611782763	0.002558806	Os01g0565900
LOC_Os01g38580	beta,beta-carotene 9,10-dioxygenase, putative, expressed	1.520205858	7.28e-6	Os01g0566500
LOC_Os01g38660	expressed protein	1.144505795	1.2e-7	Os01g0567400
LOC_Os01g38840	TKL_IRAK_DUF26-le.1 - DUF26 kinases have homology to DUF26 containing loci, expressed	-1.472813205	1.5e-5	Os01g0568800
LOC_Os01g38850	receptor-like serine-threonine protein kinase, putative, expressed	-2.039912323	0.001213991	NA
LOC_Os01g38900	TKL_IRAK_DUF26-le.2 - DUF26 kinases have homology to DUF26 containing loci, expressed	-2.815698585	0.030964201	Os01g0568400
LOC_Os01g38980	calmodulin-binding protein, putative, expressed	1.400506166	6.63e-11	Os01g0570800
LOC_Os01g39110	ZOS1-10 - C2H2 zinc finger protein, expressed	-0.812144689	4.45e-5	Os01g0572300
LOC_Os01g39290	harpin-induced protein 1 domain containing protein, expressed	-0.727445532	0.005285284	Os01g0574800
LOC_Os01g39330	helix-loop-helix DNA-binding domain containing protein, expressed	0.765767119	0.001175384	Os01g0575200
LOC_Os01g39990	expressed protein	1.568993009	0.008444691	Os01g0581800
LOC_Os01g40070	expressed protein	2.852745282	5.02e-35	Os01g0582600
LOC_Os01g40094	protein phosphatase 2C, putative, expressed	1.243291877	6.42e-10	Os01g0583100
LOC_Os01g40120	expressed protein	1.544852242	0.007668612	Os01g0583300
LOC_Os01g40190	retrotransposon protein, putative, unclassified, expressed	0.998644994	4e-8	Os01g0584100
LOC_Os01g40260	WRKY77, expressed	5.150541089	2.16e-19	Os01g0584900
LOC_Os01g40430	WRKY27, expressed	1.339837316	6.15e-5	Os01g0586800
LOC_Os01g40480	anthranilate phosphoribosyltransferase, putative, expressed	-1.440474637	0.002565261	Os01g0587300
LOC_Os01g40499	S-locus lectin protein kinase family protein, putative, expressed	1.982667916	7.36e-9	Os01g0587400
LOC_Os01g40550	hsp20/alpha crystallin family protein, putative, expressed	1.327207152	0.012717815	Os01g0588000
LOC_Os01g40560	hypersensitive-induced response protein, putative, expressed	-2.310325896	9.19e-6	Os01g0588100
LOC_Os01g40630	uncharacterized protein PA4923, putative, expressed	1.211413615	1.07e-7	Os01g0588900
LOC_Os01g40660	methyltransferase, putative, expressed	-0.818271239	9e-6	Os01g0589200
LOC_Os01g40730	expressed protein	-2.359738219	0.015402318	NA
LOC_Os01g40860	aldehyde dehydrogenase, putative, expressed	0.727152592	0.004526674	Os01g0591000
LOC_Os01g40920	hypothetical protein	10.61813186	2.27e-65	NA
LOC_Os01g40940	expressed protein	5.952661624	3.32e-55	NA
LOC_Os01g40950	expressed protein	6.281912449	7.21e-9	Os01g0592500
LOC_Os01g41160	FAD dependent oxidoreductase domain containing protein, expressed	-1.885511848	9.13e-27	Os01g0594800
LOC_Os01g41240	hydrolase, alpha/beta fold family domain containing protein, expressed	4.22778784	2.27e-17	Os01g0595600
LOC_Os01g41420	transmembrane amino acid transporter protein, putative, expressed	5.205088545	1.74e-92	Os01g0597600
LOC_Os01g41430	UDP-glucoronosyl and UDP-glucosyl transferase, putative, expressed	1.626526201	5.33e-8	Os01g0597800
LOC_Os01g41530	OsFBL2 - F-box domain and LRR containing protein, expressed	1.674682941	9.3e-7	Os01g0598400
LOC_Os01g41660	phosphoethanolamine/phosphocholine phosphatase, putative, expressed	2.555134438	2.61e-18	Os01g0600500
LOC_Os01g41710	chlorophyll A-B binding protein, putative, expressed	1.167760069	1.58e-6	Os01g0600900
LOC_Os01g41750	expressed protein	4.763035875	1.69e-33	Os01g0601625
LOC_Os01g41770	leucine rich repeat protein, putative, expressed	5.846781968	0.001200442	Os01g0601675
LOC_Os01g41780	expressed protein	1.277368566	0.024109074	Os01g0601700
LOC_Os01g41810	cytochrome P450 72A1, putative, expressed	5.605944537	3.58e-59	Os01g0602400
LOC_Os01g41820	cytochrome P450 72A1, putative, expressed	2.621982891	1.69e-9	Os01g0602500
LOC_Os01g42090	nodulin MtN3 family protein, putative, expressed	0.971688216	0.004997813	Os01g0605700
LOC_Os01g42150	MEGL13 - Maternally expressed gene MEG family protein precursor, expressed	3.565656667	1.65e-9	Os01g0606200
LOC_Os01g42270	transcriptional corepressor LEUNIG, putative, expressed	2.705065665	0.01791937	Os01g0607600
LOC_Os01g42380	pleiotropic drug resistance protein, putative, expressed	2.956758836	5.54e-38	Os01g0609300
LOC_Os01g42410	pleiotropic drug resistance protein, putative, expressed	1.489454365	7.6e-14	Os01g0609900
LOC_Os01g42730	GDSL-like lipase/acylhydrolase, putative, expressed	1.427682472	1.12e-11	Os01g0612900
LOC_Os01g42790	xylem cysteine proteinase 2 precursor, putative, expressed	2.212223876	8.7e-14	Os01g0613800
LOC_Os01g42860	inhibitor I family protein, putative, expressed	2.160529635	6.44e-23	Os01g0615100
LOC_Os01g43020	CTP synthase, putative, expressed	-1.130675536	1.02e-6	Os01g0616900
LOC_Os01g43080	exonuclease, putative, expressed	2.456216355	3.1e-10	Os01g0617950
LOC_Os01g43080	exonuclease, putative, expressed	2.456216355	3.1e-10	Os01g0618000
LOC_Os01g43140	lipase, putative, expressed	1.686626861	3.32e-5	Os01g0618700
LOC_Os01g43320	transmembrane amino acid transporter protein, putative, expressed	0.629527277	0.013680834	Os01g0621200
LOC_Os01g43330	extra-large G-protein-related, putative, expressed	0.888009242	3.45e-7	Os01g0621300
LOC_Os01g43350	protein kinase family protein, putative, expressed	1.492492083	7.34e-10	Os01g0621600
LOC_Os01g43410	CAMK_CAMK_like.9 - CAMK includes calcium/calmodulin depedent protein kinases, expressed	1.158727601	9.53e-7	Os01g0622600
LOC_Os01g43480	AAA-type ATPase family protein, putative, expressed	1.329039589	4.17e-9	Os01g0623500
LOC_Os01g43610	DUF623 domain containing protein, expressed	1.188498314	0.009455141	Os01g0625900
LOC_Os01g43700	cytochrome P450 72A1, putative, expressed	-0.873380726	8.62e-7	Os01g0627400
LOC_Os01g43740	cytochrome P450 72A1, putative, expressed	2.901875571	6.75e-12	Os01g0627800
LOC_Os01g43844	cytochrome P450 72A1, putative, expressed	1.976498557	4.71e-19	Os01g0628700
LOC_Os01g44050	siroheme synthase, putative, expressed	0.601081955	0.02478081	Os01g0631200
LOC_Os01g44120	expressed protein	1.845606877	1.24e-5	Os01g0631800
LOC_Os01g44170	expressed protein	1.118066409	0.036028298	NA
LOC_Os01g44240	zinc finger, C3HC4 type domain containing protein, expressed	4.244462539	0.022735801	NA
LOC_Os01g44340	pectinesterase, putative, expressed	-1.428288122	2.17703e-4	Os01g0634600
LOC_Os01g44950	AMP-binding enzyme, putative, expressed	1.852673604	5.64e-21	Os01g0636300
LOC_Os01g44960	hydrolase, alpha/beta fold family domain containing protein, expressed	-0.597511368	0.001017318	Os01g0636400
LOC_Os01g45110	anthocyanin 3-O-beta-glucosyltransferase, putative, expressed	1.417586322	1.42e-18	Os01g0638000
LOC_Os01g45380	protein kinase domain containing protein, expressed	-0.720444046	5.11e-5	Os01g0641000
LOC_Os01g45450	AAA family ATPase, putative, expressed	0.669821544	1.94415e-4	Os01g0641800
LOC_Os01g45460	serine esterase, putative, expressed	1.551340301	6.78e-7	Os01g0642000
LOC_Os01g45670	expressed protein	-0.787416611	1.46065e-4	Os01g0644500
LOC_Os01g45720	expressed protein	0.882609082	6.73e-7	Os01g0644900
LOC_Os01g45830	sulfate transporter, putative, expressed	-0.940589481	5.51e-6	Os01g0645900
LOC_Os01g45900	OsFBX20 - F-box domain containing protein, expressed	-1.015775009	1.09e-7	Os01g0647000
LOC_Os01g45914	expressed protein	4.809601198	0.002994094	Os01g0647200
LOC_Os01g46030	receptor-like protein kinase, putative, expressed	1.091807585	0.011584214	Os01g0648600
LOC_Os01g46090	GDSL-like lipase/acylhydrolase, putative, expressed	-1.823454161	9.55e-5	Os01g0649400
LOC_Os01g46120	GDSL-like lipase/acylhydrolase, putative, expressed	-0.843723688	3.96133e-4	Os01g0649900
LOC_Os01g46130	expressed protein	-0.776250867	0.027330378	Os01g0650000
LOC_Os01g46370	lipase class 3 family protein, putative, expressed	-0.890077229	3.82469e-4	Os01g0652300
LOC_Os01g46390	DUF538 domain containing protein, putative, expressed	11.77998453	3.84e-245	Os01g0652700
LOC_Os01g46400	expressed protein	0.742312482	2.16e-5	Os01g0652800
LOC_Os01g46430	glycosyl transferase, group 1 domain containing protein, expressed	-1.186541507	0.003908259	Os01g0653200
LOC_Os01g46440	VQ domain containing protein, putative, expressed	3.456102501	3.03e-5	Os01g0653300
LOC_Os01g46760	protein phosphatase 2C, putative, expressed	1.299474407	0.014271913	Os01g0656200
LOC_Os01g46860	inorganic phosphate transporter, putative, expressed	10.81971634	7.6e-233	Os01g0657100
LOC_Os01g46870	AP2 domain containing protein, expressed	-1.2804128	0.004100944	Os01g0657400
LOC_Os01g47050	OsFBK1 - F-box domain and kelch repeat containing protein, expressed	-0.673586821	0.008433796	Os01g0659900
LOC_Os01g47070	glycosyl hydrolase, putative, expressed	1.105316756	3.07e-7	Os01g0660200
LOC_Os01g47080	pyruvate kinase, putative, expressed	0.838689967	5.83972e-4	Os01g0660300
LOC_Os01g47130	expressed protein	5.696712351	4.99e-46	Os01g0660700
LOC_Os01g47470	serine/threonine-protein kinase, putative, expressed	1.967437314	1.79e-33	Os01g0664200
LOC_Os01g47530	CGMC_MAPKCMGC_2.6 - CGMC includes CDA, MAPK, GSK3, and CLKC kinases, expressed	1.127905166	2.06e-6	Os01g0665200
LOC_Os01g47570	expressed protein	2.321718314	1.09e-6	Os01g0665900
LOC_Os01g47580	lipid phosphatase protein, putative, expressed	1.709727126	5.68841e-4	Os01g0666000
LOC_Os01g47670	expressed protein	4.87826504	2.75e-16	Os01g0667000
LOC_Os01g47680	60S ribosomal protein L18a-1, putative, expressed	1.570722184	1.39e-10	Os01g0667100
LOC_Os01g47690	metallo-beta-lactamase family protein, putative, expressed	0.794109509	0.001581205	Os01g0667200
LOC_Os01g47730	ras-related protein, putative, expressed	1.524280184	2.29e-11	Os01g0667600
LOC_Os01g47760	OsGrx_I1 - glutaredoxin subgroup III, expressed	1.825017741	2.45e-15	Os01g0667900
LOC_Os01g47780	fasciclin domain containing protein, expressed	-0.792437393	1.02e-5	Os01g0668100
LOC_Os01g47820	S-locus-like receptor protein kinase, putative, expressed	-0.962992773	1.47e-6	Os01g0668600
LOC_Os01g47840	S-locus-like receptor protein kinase, putative, expressed	3.499561394	2.76e-10	Os01g0668901
LOC_Os01g47900	S-locus-like receptor protein kinase, putative, expressed	1.228642258	8.00969e-4	Os01g0669100
LOC_Os01g48000	S-locus-like receptor protein kinase, putative, expressed	1.733442569	5.2205e-4	Os01g0670100
LOC_Os01g48020	S-locus-like receptor protein kinase, putative, expressed	3.330703567	0.001191851	Os01g0670300
LOC_Os01g48040	S-locus-like receptor protein kinase, putative, expressed	1.38669016	0.002531049	Os01g0670600
LOC_Os01g48130	no apical meristem protein, putative, expressed	-0.599999209	0.00110119	Os01g0672100
LOC_Os01g48190	drought induced 19 protein, putative, expressed	1.164767593	4.9e-7	Os01g0672400
LOC_Os01g48200	callose synthase, putative, expressed	1.841289447	9.22e-21	Os01g0672500
LOC_Os01g48220	protein of unknown function DUF1421 domain containing protein, expressed	0.736149644	5.05e-5	Os01g0672800
LOC_Os01g48320	transcription factor like protein, putative, expressed	1.200264224	3.78e-13	Os01g0674000
LOC_Os01g48330	protein kinase domain containing protein, expressed	0.625489977	0.016577408	Os01g0674100
LOC_Os01g48370	OsFBT1 - F-box and tubby domain containing protein, expressed	0.690695381	7.85941e-4	Os01g0674500
LOC_Os01g48420	peroxiredoxin, putative, expressed	1.098698158	1.31e-8	Os01g0675100
LOC_Os01g48446	no apical meristem protein, putative, expressed	2.305843835	4.25e-38	Os01g0675800
LOC_Os01g48525	expressed protein	0.947981915	0.047696365	Os01g0676800
LOC_Os01g48540	glyoxal oxidase-related, putative, expressed	5.411360656	0.017200056	Os01g0677000
LOC_Os01g48660	expressed protein	1.671597643	0.002957118	Os01g0678400
